season,date_code,weekending,region,Respiratory_Virus,Number_Positive,Specimens_Tested,Percent_Positive
2016-2017,201732,08/12/17,Upper Southern,Enterovirus_Rhinovirus,35,214,16.36
2016-2017,201732,08/12/17,Upper Southern,HMPV,1,214,0.47
2016-2017,201732,08/12/17,Upper Southern,Parainfluenza_1,5,214,2.34
2016-2017,201732,08/12/17,Upper Southern,Parainfluenza_2,0,214,0.00
2016-2017,201732,08/12/17,Upper Southern,Parainfluenza_3,3,214,1.40
2016-2017,201732,08/12/17,Upper Southern,Parainfluenza_4,1,214,0.47
2016-2017,201732,08/12/17,Upper Southern,Parainfluenza_UnknownType,0,214,0.00
2016-2017,201732,08/12/17,Upper Southern,Total_Parainfluenza,9,214,4.21
2016-2017,201732,08/12/17,Upper/Lower Southern,Influenza_A,0,0,
2016-2017,201732,08/12/17,Upper/Lower Southern,Influenza_B,0,0,
2016-2017,201732,08/12/17,Upper/Lower Southern,Total_Influenza,0,0,
2016-2017,201732,08/12/17,Upper/Lower Southern,RSV,0,0,
2016-2017,201732,08/12/17,Upper/Lower Southern,Adenovirus,0,0,
2016-2017,201732,08/12/17,Upper/Lower Southern,Coronavirus_HKU1,0,0,
2016-2017,201732,08/12/17,Upper/Lower Southern,Coronavirus_NL63,0,0,
2016-2017,201732,08/12/17,Upper/Lower Southern,Coronavirus_OC43,0,0,
2016-2017,201732,08/12/17,Upper/Lower Southern,Coronavirus_229E,0,0,
2016-2017,201732,08/12/17,Upper/Lower Southern,Coronavirus_UnknownType,0,0,
2016-2017,201732,08/12/17,Upper/Lower Southern,Total_Coronavirus,0,0,
2016-2017,201732,08/12/17,Upper/Lower Southern,Enterovirus_Rhinovirus,0,0,
2016-2017,201732,08/12/17,Upper/Lower Southern,HMPV,0,0,
2016-2017,201732,08/12/17,Upper/Lower Southern,Parainfluenza_1,0,0,
2016-2017,201732,08/12/17,Upper/Lower Southern,Parainfluenza_2,0,0,
2016-2017,201732,08/12/17,Upper/Lower Southern,Parainfluenza_3,0,0,
2016-2017,201732,08/12/17,Upper/Lower Southern,Parainfluenza_4,0,0,
2016-2017,201732,08/12/17,Upper/Lower Southern,Parainfluenza_UnknownType,0,0,
2016-2017,201732,08/12/17,Upper/Lower Southern,Total_Parainfluenza,0,0,
2016-2017,201733,08/19/17,Bay Area,Influenza_A,4,135,2.96
2016-2017,201733,08/19/17,Bay Area,Influenza_B,0,135,0.00
2016-2017,201733,08/19/17,Bay Area,Total_Influenza,4,135,2.96
2016-2017,201733,08/19/17,Bay Area,RSV,0,128,0.00
2016-2017,201733,08/19/17,Bay Area,Adenovirus,4,117,3.42
2016-2017,201733,08/19/17,Bay Area,Coronavirus_HKU1,0,0,
2016-2017,201733,08/19/17,Bay Area,Coronavirus_NL63,0,0,
2016-2017,201733,08/19/17,Bay Area,Coronavirus_OC43,0,0,
2016-2017,201733,08/19/17,Bay Area,Coronavirus_229E,0,0,
2016-2017,201733,08/19/17,Bay Area,Coronavirus_UnknownType,0,0,
2016-2017,201733,08/19/17,Bay Area,Total_Coronavirus,0,0,
2016-2017,201733,08/19/17,Bay Area,Enterovirus_Rhinovirus,16,120,13.33
2016-2017,201733,08/19/17,Bay Area,HMPV,1,120,0.83
2016-2017,201733,08/19/17,Bay Area,Parainfluenza_1,1,117,0.85
2016-2017,201733,08/19/17,Bay Area,Parainfluenza_2,0,117,0.00
2016-2017,201733,08/19/17,Bay Area,Parainfluenza_3,1,117,0.85
2016-2017,201733,08/19/17,Bay Area,Parainfluenza_4,0,117,0.00
2016-2017,201733,08/19/17,Bay Area,Parainfluenza_UnknownType,0,117,0.00
2016-2017,201733,08/19/17,Bay Area,Total_Parainfluenza,2,117,1.71
2016-2017,201733,08/19/17,California,Influenza_A,5,562,0.89
2016-2017,201733,08/19/17,California,Influenza_B,2,562,0.36
2016-2017,201733,08/19/17,California,Total_Influenza,7,562,1.25
2016-2017,201733,08/19/17,California,RSV,2,507,0.39
2016-2017,201733,08/19/17,California,Adenovirus,21,461,4.56
2016-2017,201733,08/19/17,California,Coronavirus_HKU1,1,165,0.61
2016-2017,201733,08/19/17,California,Coronavirus_NL63,0,165,0.00
2016-2017,201733,08/19/17,California,Coronavirus_OC43,0,165,0.00
2016-2017,201733,08/19/17,California,Coronavirus_229E,0,165,0.00
2016-2017,201733,08/19/17,California,Coronavirus_UnknownType,0,165,0.00
2016-2017,201733,08/19/17,California,Total_Coronavirus,1,165,0.61
2016-2017,201733,08/19/17,California,Enterovirus_Rhinovirus,78,464,16.81
2016-2017,201733,08/19/17,California,HMPV,2,464,0.43
2016-2017,201733,08/19/17,California,Parainfluenza_1,6,461,1.30
2016-2017,201733,08/19/17,California,Parainfluenza_2,0,461,0.00
2016-2017,201733,08/19/17,California,Parainfluenza_3,8,461,1.74
2016-2017,201733,08/19/17,California,Parainfluenza_4,4,461,0.87
2016-2017,201733,08/19/17,California,Parainfluenza_UnknownType,0,461,0.00
2016-2017,201733,08/19/17,California,Total_Parainfluenza,18,461,3.90
2016-2017,201733,08/19/17,Central,Influenza_A,0,47,0.00
2016-2017,201733,08/19/17,Central,Influenza_B,0,47,0.00
2016-2017,201733,08/19/17,Central,Total_Influenza,0,47,0.00
2016-2017,201733,08/19/17,Central,RSV,0,47,0.00
2016-2017,201733,08/19/17,Central,Adenovirus,7,47,14.89
2016-2017,201733,08/19/17,Central,Coronavirus_HKU1,1,38,2.63
2016-2017,201733,08/19/17,Central,Coronavirus_NL63,0,38,0.00
2016-2017,201733,08/19/17,Central,Coronavirus_OC43,0,38,0.00
2016-2017,201733,08/19/17,Central,Coronavirus_229E,0,38,0.00
2016-2017,201733,08/19/17,Central,Coronavirus_UnknownType,0,38,0.00
2016-2017,201733,08/19/17,Central,Total_Coronavirus,1,38,2.63
2016-2017,201733,08/19/17,Central,Enterovirus_Rhinovirus,4,47,8.51
2016-2017,201733,08/19/17,Central,HMPV,0,47,0.00
2016-2017,201733,08/19/17,Central,Parainfluenza_1,0,47,0.00
2016-2017,201733,08/19/17,Central,Parainfluenza_2,0,47,0.00
2016-2017,201733,08/19/17,Central,Parainfluenza_3,3,47,6.38
2016-2017,201733,08/19/17,Central,Parainfluenza_4,0,47,0.00
2016-2017,201733,08/19/17,Central,Parainfluenza_UnknownType,0,47,0.00
2016-2017,201733,08/19/17,Central,Total_Parainfluenza,3,47,6.38
2016-2017,201733,08/19/17,Lower Southern,Influenza_A,0,104,0.00
2016-2017,201733,08/19/17,Lower Southern,Influenza_B,1,104,0.96
2016-2017,201733,08/19/17,Lower Southern,Total_Influenza,1,104,0.96
2016-2017,201733,08/19/17,Lower Southern,RSV,0,65,0.00
2016-2017,201733,08/19/17,Lower Southern,Adenovirus,1,49,2.04
2016-2017,201733,08/19/17,Lower Southern,Coronavirus_HKU1,0,17,0.00
2016-2017,201733,08/19/17,Lower Southern,Coronavirus_NL63,0,17,0.00
2016-2017,201733,08/19/17,Lower Southern,Coronavirus_OC43,0,17,0.00
2016-2017,201733,08/19/17,Lower Southern,Coronavirus_229E,0,17,0.00
2016-2017,201733,08/19/17,Lower Southern,Coronavirus_UnknownType,0,17,0.00
2016-2017,201733,08/19/17,Lower Southern,Total_Coronavirus,0,17,0.00
2016-2017,201733,08/19/17,Lower Southern,Enterovirus_Rhinovirus,14,49,28.57
2016-2017,201733,08/19/17,Lower Southern,HMPV,0,49,0.00
2016-2017,201733,08/19/17,Lower Southern,Parainfluenza_1,0,49,0.00
2016-2017,201733,08/19/17,Lower Southern,Parainfluenza_2,0,49,0.00
2016-2017,201733,08/19/17,Lower Southern,Parainfluenza_3,1,49,2.04
2016-2017,201733,08/19/17,Lower Southern,Parainfluenza_4,0,49,0.00
2016-2017,201733,08/19/17,Lower Southern,Parainfluenza_UnknownType,0,49,0.00
2016-2017,201733,08/19/17,Lower Southern,Total_Parainfluenza,1,49,2.04
2016-2017,201733,08/19/17,Northern,Influenza_A,0,17,0.00
2016-2017,201733,08/19/17,Northern,Influenza_B,0,17,0.00
2016-2017,201733,08/19/17,Northern,Total_Influenza,0,17,0.00
2016-2017,201733,08/19/17,Northern,RSV,0,14,0.00
2016-2017,201733,08/19/17,Northern,Adenovirus,0,12,0.00
2016-2017,201733,08/19/17,Northern,Coronavirus_HKU1,0,0,
2016-2017,201733,08/19/17,Northern,Coronavirus_NL63,0,0,
2016-2017,201733,08/19/17,Northern,Coronavirus_OC43,0,0,
2016-2017,201733,08/19/17,Northern,Coronavirus_229E,0,0,
2016-2017,201733,08/19/17,Northern,Coronavirus_UnknownType,0,0,
2016-2017,201733,08/19/17,Northern,Total_Coronavirus,0,0,
2016-2017,201733,08/19/17,Northern,Enterovirus_Rhinovirus,1,12,8.33
2016-2017,201733,08/19/17,Northern,HMPV,0,12,0.00
2016-2017,201733,08/19/17,Northern,Parainfluenza_1,0,12,0.00
2016-2017,201733,08/19/17,Northern,Parainfluenza_2,0,12,0.00
2016-2017,201733,08/19/17,Northern,Parainfluenza_3,0,12,0.00
2016-2017,201733,08/19/17,Northern,Parainfluenza_4,0,12,0.00
2016-2017,201733,08/19/17,Northern,Parainfluenza_UnknownType,0,12,0.00
2016-2017,201733,08/19/17,Northern,Total_Parainfluenza,0,12,0.00
2016-2017,201733,08/19/17,Upper Southern,Influenza_A,1,259,0.39
2016-2017,201733,08/19/17,Upper Southern,Influenza_B,1,259,0.39
2016-2017,201733,08/19/17,Upper Southern,Total_Influenza,2,259,0.77
2016-2017,201733,08/19/17,Upper Southern,RSV,2,253,0.79
2016-2017,201733,08/19/17,Upper Southern,Adenovirus,9,236,3.81
2016-2017,201733,08/19/17,Upper Southern,Coronavirus_HKU1,0,110,0.00
2016-2017,201733,08/19/17,Upper Southern,Coronavirus_NL63,0,110,0.00
2016-2017,201733,08/19/17,Upper Southern,Coronavirus_OC43,0,110,0.00
2016-2017,201733,08/19/17,Upper Southern,Coronavirus_229E,0,110,0.00
2016-2017,201733,08/19/17,Upper Southern,Coronavirus_UnknownType,0,110,0.00
2016-2017,201733,08/19/17,Upper Southern,Total_Coronavirus,0,110,0.00
2016-2017,201733,08/19/17,Upper Southern,Enterovirus_Rhinovirus,43,236,18.22
2016-2017,201733,08/19/17,Upper Southern,HMPV,1,236,0.42
2016-2017,201733,08/19/17,Upper Southern,Parainfluenza_1,5,236,2.12
2016-2017,201733,08/19/17,Upper Southern,Parainfluenza_2,0,236,0.00
2016-2017,201733,08/19/17,Upper Southern,Parainfluenza_3,3,236,1.27
2016-2017,201733,08/19/17,Upper Southern,Parainfluenza_4,4,236,1.69
2016-2017,201733,08/19/17,Upper Southern,Parainfluenza_UnknownType,0,236,0.00
2016-2017,201733,08/19/17,Upper Southern,Total_Parainfluenza,12,236,5.08
2016-2017,201733,08/19/17,Upper/Lower Southern,Influenza_A,0,0,
2016-2017,201733,08/19/17,Upper/Lower Southern,Influenza_B,0,0,
2016-2017,201733,08/19/17,Upper/Lower Southern,Total_Influenza,0,0,
2016-2017,201733,08/19/17,Upper/Lower Southern,RSV,0,0,
2016-2017,201733,08/19/17,Upper/Lower Southern,Adenovirus,0,0,
2016-2017,201733,08/19/17,Upper/Lower Southern,Coronavirus_HKU1,0,0,
2016-2017,201733,08/19/17,Upper/Lower Southern,Coronavirus_NL63,0,0,
2016-2017,201733,08/19/17,Upper/Lower Southern,Coronavirus_OC43,0,0,
2016-2017,201733,08/19/17,Upper/Lower Southern,Coronavirus_229E,0,0,
2016-2017,201733,08/19/17,Upper/Lower Southern,Coronavirus_UnknownType,0,0,
2016-2017,201733,08/19/17,Upper/Lower Southern,Total_Coronavirus,0,0,
2016-2017,201733,08/19/17,Upper/Lower Southern,Enterovirus_Rhinovirus,0,0,
2016-2017,201733,08/19/17,Upper/Lower Southern,HMPV,0,0,
2016-2017,201733,08/19/17,Upper/Lower Southern,Parainfluenza_1,0,0,
2016-2017,201733,08/19/17,Upper/Lower Southern,Parainfluenza_2,0,0,
2016-2017,201733,08/19/17,Upper/Lower Southern,Parainfluenza_3,0,0,
2016-2017,201733,08/19/17,Upper/Lower Southern,Parainfluenza_4,0,0,
2016-2017,201733,08/19/17,Upper/Lower Southern,Parainfluenza_UnknownType,0,0,
2016-2017,201733,08/19/17,Upper/Lower Southern,Total_Parainfluenza,0,0,
2016-2017,201734,08/26/17,Bay Area,Influenza_A,2,144,1.39
2016-2017,201734,08/26/17,Bay Area,Influenza_B,1,144,0.69
2016-2017,201734,08/26/17,Bay Area,Total_Influenza,3,144,2.08
2016-2017,201734,08/26/17,Bay Area,RSV,0,134,0.00
2016-2017,201734,08/26/17,Bay Area,Adenovirus,5,130,3.85
2016-2017,201734,08/26/17,Bay Area,Coronavirus_HKU1,0,0,
2016-2017,201734,08/26/17,Bay Area,Coronavirus_NL63,0,0,
2016-2017,201734,08/26/17,Bay Area,Coronavirus_OC43,0,0,
2016-2017,201734,08/26/17,Bay Area,Coronavirus_229E,0,0,
2016-2017,201734,08/26/17,Bay Area,Coronavirus_UnknownType,0,0,
2016-2017,201734,08/26/17,Bay Area,Total_Coronavirus,0,0,
2016-2017,201734,08/26/17,Bay Area,Enterovirus_Rhinovirus,22,131,16.79
2016-2017,201734,08/26/17,Bay Area,HMPV,1,131,0.76
2016-2017,201734,08/26/17,Bay Area,Parainfluenza_1,3,130,2.31
2016-2017,201734,08/26/17,Bay Area,Parainfluenza_2,0,130,0.00
2016-2017,201734,08/26/17,Bay Area,Parainfluenza_3,1,130,0.77
2016-2017,201734,08/26/17,Bay Area,Parainfluenza_4,0,130,0.00
2016-2017,201734,08/26/17,Bay Area,Parainfluenza_UnknownType,0,130,0.00
2016-2017,201734,08/26/17,Bay Area,Total_Parainfluenza,4,130,3.08
2016-2017,201734,08/26/17,California,Influenza_A,4,613,0.65
2016-2017,201734,08/26/17,California,Influenza_B,5,613,0.82
2016-2017,201734,08/26/17,California,Total_Influenza,9,613,1.47
2016-2017,201734,08/26/17,California,RSV,1,550,0.18
2016-2017,201734,08/26/17,California,Adenovirus,12,514,2.33
2016-2017,201734,08/26/17,California,Coronavirus_HKU1,0,185,0.00
2016-2017,201734,08/26/17,California,Coronavirus_NL63,0,185,0.00
2016-2017,201734,08/26/17,California,Coronavirus_OC43,0,185,0.00
2016-2017,201734,08/26/17,California,Coronavirus_229E,0,185,0.00
2016-2017,201734,08/26/17,California,Coronavirus_UnknownType,0,185,0.00
2016-2017,201734,08/26/17,California,Total_Coronavirus,0,185,0.00
2016-2017,201734,08/26/17,California,Enterovirus_Rhinovirus,119,515,23.11
2016-2017,201734,08/26/17,California,HMPV,1,515,0.19
2016-2017,201734,08/26/17,California,Parainfluenza_1,12,514,2.33
2016-2017,201734,08/26/17,California,Parainfluenza_2,0,514,0.00
2016-2017,201734,08/26/17,California,Parainfluenza_3,4,514,0.78
2016-2017,201734,08/26/17,California,Parainfluenza_4,0,514,0.00
2016-2017,201734,08/26/17,California,Parainfluenza_UnknownType,0,514,0.00
2016-2017,201734,08/26/17,California,Total_Parainfluenza,16,514,3.11
2016-2017,201734,08/26/17,Central,Influenza_A,0,30,0.00
2016-2017,201734,08/26/17,Central,Influenza_B,0,30,0.00
2016-2017,201734,08/26/17,Central,Total_Influenza,0,30,0.00
2016-2017,201734,08/26/17,Central,RSV,0,30,0.00
2016-2017,201734,08/26/17,Central,Adenovirus,0,30,0.00
2016-2017,201734,08/26/17,Central,Coronavirus_HKU1,0,23,0.00
2016-2017,201734,08/26/17,Central,Coronavirus_NL63,0,23,0.00
2016-2017,201734,08/26/17,Central,Coronavirus_OC43,0,23,0.00
2016-2017,201734,08/26/17,Central,Coronavirus_229E,0,23,0.00
2016-2017,201734,08/26/17,Central,Coronavirus_UnknownType,0,23,0.00
2016-2017,201734,08/26/17,Central,Total_Coronavirus,0,23,0.00
2016-2017,201734,08/26/17,Central,Enterovirus_Rhinovirus,10,30,33.33
2016-2017,201734,08/26/17,Central,HMPV,0,30,0.00
2016-2017,201734,08/26/17,Central,Parainfluenza_1,1,30,3.33
2016-2017,201734,08/26/17,Central,Parainfluenza_2,0,30,0.00
2016-2017,201734,08/26/17,Central,Parainfluenza_3,1,30,3.33
2016-2017,201734,08/26/17,Central,Parainfluenza_4,0,30,0.00
2016-2017,201734,08/26/17,Central,Parainfluenza_UnknownType,0,30,0.00
2016-2017,201734,08/26/17,Central,Total_Parainfluenza,2,30,6.67
2016-2017,201734,08/26/17,Lower Southern,Influenza_A,0,113,0.00
2016-2017,201734,08/26/17,Lower Southern,Influenza_B,4,113,3.54
2016-2017,201734,08/26/17,Lower Southern,Total_Influenza,4,113,3.54
2016-2017,201734,08/26/17,Lower Southern,RSV,0,71,0.00
2016-2017,201734,08/26/17,Lower Southern,Adenovirus,2,66,3.03
2016-2017,201734,08/26/17,Lower Southern,Coronavirus_HKU1,0,26,0.00
2016-2017,201734,08/26/17,Lower Southern,Coronavirus_NL63,0,26,0.00
2016-2017,201734,08/26/17,Lower Southern,Coronavirus_OC43,0,26,0.00
2016-2017,201734,08/26/17,Lower Southern,Coronavirus_229E,0,26,0.00
2016-2017,201734,08/26/17,Lower Southern,Coronavirus_UnknownType,0,26,0.00
2016-2017,201734,08/26/17,Lower Southern,Total_Coronavirus,0,26,0.00
2016-2017,201734,08/26/17,Lower Southern,Enterovirus_Rhinovirus,20,66,30.30
2016-2017,201734,08/26/17,Lower Southern,HMPV,0,66,0.00
2016-2017,201734,08/26/17,Lower Southern,Parainfluenza_1,1,66,1.52
2016-2017,201734,08/26/17,Lower Southern,Parainfluenza_2,0,66,0.00
2016-2017,201734,08/26/17,Lower Southern,Parainfluenza_3,1,66,1.52
2016-2017,201734,08/26/17,Lower Southern,Parainfluenza_4,0,66,0.00
2016-2017,201734,08/26/17,Lower Southern,Parainfluenza_UnknownType,0,66,0.00
2016-2017,201734,08/26/17,Lower Southern,Total_Parainfluenza,2,66,3.03
2016-2017,201734,08/26/17,Northern,Influenza_A,0,21,0.00
2016-2017,201734,08/26/17,Northern,Influenza_B,0,21,0.00
2016-2017,201734,08/26/17,Northern,Total_Influenza,0,21,0.00
2016-2017,201734,08/26/17,Northern,RSV,1,19,5.26
2016-2017,201734,08/26/17,Northern,Adenovirus,1,18,5.56
2016-2017,201734,08/26/17,Northern,Coronavirus_HKU1,0,0,
2016-2017,201734,08/26/17,Northern,Coronavirus_NL63,0,0,
2016-2017,201734,08/26/17,Northern,Coronavirus_OC43,0,0,
2016-2017,201734,08/26/17,Northern,Coronavirus_229E,0,0,
2016-2017,201734,08/26/17,Northern,Coronavirus_UnknownType,0,0,
2016-2017,201734,08/26/17,Northern,Total_Coronavirus,0,0,
2016-2017,201734,08/26/17,Northern,Enterovirus_Rhinovirus,7,18,38.89
2016-2017,201734,08/26/17,Northern,HMPV,0,18,0.00
2016-2017,201734,08/26/17,Northern,Parainfluenza_1,0,18,0.00
2016-2017,201734,08/26/17,Northern,Parainfluenza_2,0,18,0.00
2016-2017,201734,08/26/17,Northern,Parainfluenza_3,0,18,0.00
2016-2017,201734,08/26/17,Northern,Parainfluenza_4,0,18,0.00
2016-2017,201734,08/26/17,Northern,Parainfluenza_UnknownType,0,18,0.00
2016-2017,201734,08/26/17,Northern,Total_Parainfluenza,0,18,0.00
2016-2017,201734,08/26/17,Upper Southern,Influenza_A,2,305,0.66
2016-2017,201734,08/26/17,Upper Southern,Influenza_B,0,305,0.00
2016-2017,201734,08/26/17,Upper Southern,Total_Influenza,2,305,0.66
2016-2017,201734,08/26/17,Upper Southern,RSV,0,296,0.00
2016-2017,201734,08/26/17,Upper Southern,Adenovirus,4,270,1.48
2016-2017,201734,08/26/17,Upper Southern,Coronavirus_HKU1,0,136,0.00
2016-2017,201734,08/26/17,Upper Southern,Coronavirus_NL63,0,136,0.00
2016-2017,201734,08/26/17,Upper Southern,Coronavirus_OC43,0,136,0.00
2016-2017,201734,08/26/17,Upper Southern,Coronavirus_229E,0,136,0.00
2016-2017,201734,08/26/17,Upper Southern,Coronavirus_UnknownType,0,136,0.00
2016-2017,201734,08/26/17,Upper Southern,Total_Coronavirus,0,136,0.00
2016-2017,201734,08/26/17,Upper Southern,Enterovirus_Rhinovirus,60,270,22.22
2016-2017,201734,08/26/17,Upper Southern,HMPV,0,270,0.00
2016-2017,201734,08/26/17,Upper Southern,Parainfluenza_1,7,270,2.59
2016-2017,201734,08/26/17,Upper Southern,Parainfluenza_2,0,270,0.00
2016-2017,201734,08/26/17,Upper Southern,Parainfluenza_3,1,270,0.37
2016-2017,201734,08/26/17,Upper Southern,Parainfluenza_4,0,270,0.00
2016-2017,201734,08/26/17,Upper Southern,Parainfluenza_UnknownType,0,270,0.00
2016-2017,201734,08/26/17,Upper Southern,Total_Parainfluenza,8,270,2.96
2016-2017,201734,08/26/17,Upper/Lower Southern,Influenza_A,0,0,
2016-2017,201734,08/26/17,Upper/Lower Southern,Influenza_B,0,0,
2016-2017,201734,08/26/17,Upper/Lower Southern,Total_Influenza,0,0,
2016-2017,201734,08/26/17,Upper/Lower Southern,RSV,0,0,
2016-2017,201734,08/26/17,Upper/Lower Southern,Adenovirus,0,0,
2016-2017,201734,08/26/17,Upper/Lower Southern,Coronavirus_HKU1,0,0,
2016-2017,201734,08/26/17,Upper/Lower Southern,Coronavirus_NL63,0,0,
2016-2017,201734,08/26/17,Upper/Lower Southern,Coronavirus_OC43,0,0,
2016-2017,201734,08/26/17,Upper/Lower Southern,Coronavirus_229E,0,0,
2016-2017,201734,08/26/17,Upper/Lower Southern,Coronavirus_UnknownType,0,0,
2016-2017,201734,08/26/17,Upper/Lower Southern,Total_Coronavirus,0,0,
2016-2017,201734,08/26/17,Upper/Lower Southern,Enterovirus_Rhinovirus,0,0,
2016-2017,201734,08/26/17,Upper/Lower Southern,HMPV,0,0,
2016-2017,201734,08/26/17,Upper/Lower Southern,Parainfluenza_1,0,0,
2016-2017,201734,08/26/17,Upper/Lower Southern,Parainfluenza_2,0,0,
2016-2017,201734,08/26/17,Upper/Lower Southern,Parainfluenza_3,0,0,
2016-2017,201734,08/26/17,Upper/Lower Southern,Parainfluenza_4,0,0,
2016-2017,201734,08/26/17,Upper/Lower Southern,Parainfluenza_UnknownType,0,0,
2016-2017,201734,08/26/17,Upper/Lower Southern,Total_Parainfluenza,0,0,
2016-2017,201735,09/02/17,Bay Area,Influenza_A,3,154,1.95
2016-2017,201735,09/02/17,Bay Area,Influenza_B,1,154,0.65
2016-2017,201735,09/02/17,Bay Area,Total_Influenza,4,154,2.60
2016-2017,201735,09/02/17,Bay Area,RSV,0,149,0.00
2016-2017,201735,09/02/17,Bay Area,Adenovirus,4,136,2.94
2016-2017,201735,09/02/17,Bay Area,Coronavirus_HKU1,0,0,
2016-2017,201735,09/02/17,Bay Area,Coronavirus_NL63,0,0,
2016-2017,201735,09/02/17,Bay Area,Coronavirus_OC43,0,0,
2016-2017,201735,09/02/17,Bay Area,Coronavirus_229E,0,0,
2016-2017,201735,09/02/17,Bay Area,Coronavirus_UnknownType,0,0,
2016-2017,201735,09/02/17,Bay Area,Total_Coronavirus,0,0,
2016-2017,201735,09/02/17,Bay Area,Enterovirus_Rhinovirus,20,143,13.99
2016-2017,201735,09/02/17,Bay Area,HMPV,0,143,0.00
2016-2017,201735,09/02/17,Bay Area,Parainfluenza_1,4,136,2.94
2016-2017,201735,09/02/17,Bay Area,Parainfluenza_2,0,136,0.00
2016-2017,201735,09/02/17,Bay Area,Parainfluenza_3,1,136,0.74
2016-2017,201735,09/02/17,Bay Area,Parainfluenza_4,0,136,0.00
2016-2017,201735,09/02/17,Bay Area,Parainfluenza_UnknownType,0,136,0.00
2016-2017,201735,09/02/17,Bay Area,Total_Parainfluenza,5,136,3.68
2016-2017,201735,09/02/17,California,Influenza_A,4,699,0.57
2016-2017,201735,09/02/17,California,Influenza_B,2,699,0.29
2016-2017,201735,09/02/17,California,Total_Influenza,6,699,0.86
2016-2017,201735,09/02/17,California,RSV,5,617,0.81
2016-2017,201735,09/02/17,California,Adenovirus,17,560,3.04
2016-2017,201735,09/02/17,California,Coronavirus_HKU1,0,224,0.00
2016-2017,201735,09/02/17,California,Coronavirus_NL63,0,224,0.00
2016-2017,201735,09/02/17,California,Coronavirus_OC43,0,224,0.00
2016-2017,201735,09/02/17,California,Coronavirus_229E,0,224,0.00
2016-2017,201735,09/02/17,California,Coronavirus_UnknownType,1,224,0.45
2016-2017,201735,09/02/17,California,Total_Coronavirus,1,224,0.45
2016-2017,201735,09/02/17,California,Enterovirus_Rhinovirus,181,567,31.92
